,County FIPS,County Name,State,Population,"Weekly New Cases as of January 10, 2022","Weekly New Deaths as of January 10, 2022","Cases Moving Avg. December 7, 2021","Deaths Moving Avg. December 7, 2021","Cases Moving Avg. December 14, 2021","Deaths Moving Avg. December 14, 2021","Cases Moving Avg. December 21, 2021","Deaths Moving Avg. December 21, 2021","Cases Moving Avg. December 28, 2021","Deaths Moving Avg. December 28, 2021","Cases Moving Avg. January 4, 2022","Deaths Moving Avg. January 4, 2022","7-Day Daily Cases per 100,000 as of January 10, 2022","7-Day Daily Deaths per 100,000 as of January 10, 2022",% Unemployed,Median Household Income,Approximate Population Density,% African American,% Hispanic,% Asian American,% White American,% Native American or Alaska Native,% Native Hawaiian or Pacific Islander,% Adults With Degree 2015-19,"Mask Mandate Details as of January 11, 2022",Learn More,"% Fully Vaccinated as of January 12, 2022","% ≥ 12 Fully Vaccinated as of January 12, 2022","% ≥ 18 Fully Vaccinated as of January 12, 2022","% ≥ 65 Fully Vaccinated as of January 12, 2022","% At Least Partially Vaccinated as of January 12, 2022","% with Vaxx. and Booster as of January 12, 2022","% ≥ 18 with Vaxx. and Booster as of January 12, 2022","% ≥ 50 with Vaxx. and Booster as of January 12, 2022","% ≥ 65 with Vaxx. and Booster as of January 12, 2022"
1892,37077,"Granville County, NC",NC,60443,669,0,24.82,0.0,33.56,0.0,9.93,0.0,213.19,0.24,158.12,0.0,158.12,0.0,3.4,54300.0,113.62,31.95,8.52,0.7,64.51,0.87,0.1,31.2,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",59.2,66.9,69.3,79.3,76.0,22.5,24.0,30.7,36.2
1893,37079,"Greene County, NC",NC,21069,290,0,25.77,0.0,56.28,0.0,4.75,0.0,145.1,0.0,196.63,0.0,196.63,0.0,3.8,44648.0,78.99,36.79,15.7,0.58,58.75,2.24,0.28,31.1,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",48.1,54.7,57.1,74.7,58.6,14.5,15.0,18.0,17.3
1894,37081,"Guilford County, NC",NC,537174,5810,8,26.46,0.11,32.29,0.19,9.79,0.0,149.3,0.29,154.51,0.21,154.51,0.21,4.1,55820.0,831.84,35.4,8.41,5.27,55.96,0.77,0.1,29.8,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",58.5,66.8,68.3,87.5,83.8,16.3,17.6,21.8,23.6
1895,37083,"Halifax County, NC",NC,50010,1386,3,12.0,0.29,21.71,0.0,5.14,0.29,232.24,0.0,395.92,0.86,395.92,0.86,5.7,38727.0,69.1,53.76,3.12,0.85,39.91,4.07,0.07,27.0,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",50.8,58.4,61.1,82.1,63.0,30.4,31.9,40.0,47.3
1896,37085,"Harnett County, NC",NC,135976,1658,3,26.27,0.21,30.36,0.32,8.93,0.11,126.18,0.21,174.19,0.32,174.19,0.32,4.6,55619.0,228.53,21.94,13.37,1.28,71.31,1.73,0.23,35.7,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",37.3,44.5,46.1,74.0,49.3,19.2,20.7,28.8,36.6
1897,37087,"Haywood County, NC",NC,62317,522,0,35.76,0.46,27.51,0.46,8.94,0.0,75.42,1.38,119.66,0.0,119.66,0.0,3.4,51612.0,112.57,1.38,4.29,0.6,95.89,0.68,0.05,35.7,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",55.3,61.7,63.8,83.7,72.9,30.0,31.6,37.4,42.1
1898,37089,"Henderson County, NC",NC,117417,1027,1,42.58,0.0,41.37,0.0,11.92,0.12,114.12,1.95,124.95,0.12,124.95,0.12,3.3,61651.0,314.74,3.42,10.34,1.28,92.53,0.69,0.22,34.0,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",56.1,62.5,64.3,79.7,73.5,32.4,34.4,41.7,47.1
1899,37091,"Hertford County, NC",NC,23677,441,4,12.67,0.0,13.27,0.0,6.03,0.0,123.69,0.6,266.08,2.41,266.08,2.41,5.2,42374.0,67.04,60.96,4.15,0.76,35.53,1.29,0.05,33.2,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",45.3,51.1,52.6,73.0,58.9,16.4,17.3,21.6,24.4
1900,37093,"Hoke County, NC",NC,55234,976,3,28.97,1.29,24.83,0.0,6.21,0.0,162.94,0.0,252.43,0.78,252.43,0.78,4.9,48420.0,141.59,35.47,13.93,1.48,49.03,9.08,0.4,40.6,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",31.9,38.8,40.1,64.5,43.3,20.0,21.6,32.0,41.5
1901,37095,"Hyde County, NC",NC,4937,57,1,8.68,0.0,31.83,0.0,5.79,0.0,66.55,0.0,164.94,2.89,164.94,2.89,8.6,43112.0,8.06,26.74,9.82,0.67,70.12,0.79,0.02,32.9,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",62.9,68.7,70.9,85.8,71.4,39.9,41.7,52.2,61.6
1902,37097,"Iredell County, NC",NC,181806,2557,18,43.53,0.16,47.3,0.16,17.21,0.31,169.49,0.47,200.92,1.41,200.92,1.41,3.6,68308.0,316.63,12.34,8.03,2.75,82.26,0.54,0.06,32.6,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",50.2,57.4,59.6,81.5,69.8,19.1,20.5,24.9,27.3
1903,37099,"Jackson County, NC",NC,43938,335,1,26.34,0.33,19.18,0.33,10.4,0.65,78.03,0.98,108.92,0.33,108.92,0.33,4.1,47759.0,89.51,2.36,6.25,1.09,85.22,9.06,0.04,32.2,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",52.7,57.7,58.7,79.8,70.7,23.9,25.4,32.4,36.5
1904,37101,"Johnston County, NC",NC,209339,3318,0,35.08,0.34,45.04,0.14,11.87,0.07,175.72,0.0,226.43,0.0,226.43,0.0,3.6,62835.0,264.57,17.03,14.08,0.94,78.8,0.94,0.1,36.2,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",49.9,58.3,60.5,81.1,66.2,20.5,22.4,30.6,38.0
1905,37103,"Jones County, NC",NC,9419,97,0,10.62,1.52,36.4,0.0,0.0,0.0,109.2,3.03,147.12,0.0,147.12,0.0,3.9,46275.0,19.98,29.31,5.14,0.55,67.09,1.07,0.04,34.6,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",48.7,54.7,56.3,75.4,62.7,28.1,29.5,36.9,44.9
1906,37105,"Lee County, NC",NC,61779,911,1,26.59,0.46,30.29,0.69,7.17,0.0,141.75,0.92,210.66,0.23,210.66,0.23,4.5,53114.0,242.22,19.99,19.59,1.38,74.72,1.33,0.17,35.1,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",53.9,62.7,64.8,86.7,74.2,19.6,21.1,27.9,34.2
1907,37107,"Lenoir County, NC",NC,55949,698,1,23.49,0.0,25.53,0.0,7.66,0.0,140.43,0.51,178.22,0.26,178.22,0.26,3.8,39947.0,140.19,41.45,7.9,0.74,55.43,0.64,0.19,32.8,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",51.9,60.2,63.3,84.3,68.6,22.8,24.0,30.4,36.3
1908,37109,"Lincoln County, NC",NC,86111,940,0,41.47,0.0,42.3,0.17,14.6,0.0,154.95,0.5,155.94,0.0,155.94,0.0,3.5,70479.0,291.05,5.76,7.53,0.8,91.31,0.48,0.06,33.8,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",46.7,53.0,55.3,79.3,62.2,18.6,19.8,23.7,26.5
1909,37111,"McDowell County, NC",NC,45756,429,1,28.41,0.0,36.84,0.0,8.12,0.0,120.83,0.31,133.94,0.31,133.94,0.31,3.8,46370.0,104.0,4.19,6.38,1.07,92.34,0.84,0.05,34.1,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",50.6,57.3,59.7,80.6,63.2,23.0,24.3,30.2,34.7
1910,37113,"Macon County, NC",NC,35858,256,0,21.91,1.99,15.14,0.8,2.79,0.0,93.62,0.0,101.99,0.0,101.99,0.0,3.9,46279.0,69.55,1.71,7.37,1.05,95.11,0.86,0.06,34.4,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",57.1,64.2,67.0,83.8,70.9,30.9,32.2,38.8,44.6
1911,37115,"Madison County, NC",NC,21755,220,2,37.43,0.0,43.34,0.0,5.25,0.0,103.75,0.0,144.47,1.31,144.47,1.31,3.6,50062.0,48.39,1.48,2.45,0.51,96.06,0.51,0.05,27.2,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",55.1,61.1,63.4,83.3,65.5,33.3,34.8,42.0,48.3
1912,37117,"Martin County, NC",NC,22440,321,2,21.01,0.0,12.1,0.0,5.09,0.0,89.13,0.0,204.35,1.27,204.35,1.27,5.1,39413.0,49.16,42.13,4.08,0.54,55.29,0.55,0.19,33.1,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",50.3,57.5,60.0,78.2,63.6,21.0,22.0,27.0,32.0
1913,37119,"Mecklenburg County, NC",NC,1110356,18289,22,25.83,0.08,32.4,0.13,13.73,0.06,239.47,0.05,235.3,0.28,235.3,0.28,3.6,69455.0,2120.63,32.98,13.77,6.31,57.34,0.81,0.1,27.9,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",60.0,68.9,70.1,87.2,85.0,19.4,21.3,26.5,28.0
1914,37121,"Mitchell County, NC",NC,14964,134,1,44.87,0.0,38.19,0.0,8.59,0.0,129.84,0.0,127.93,0.95,127.93,0.95,4.6,47675.0,67.63,0.79,6.17,0.71,96.0,0.94,0.15,31.7,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",48.1,54.1,56.4,72.0,60.6,28.3,29.4,35.7,39.8
1915,37123,"Montgomery County, NC",NC,27173,305,1,22.61,0.0,28.92,0.0,4.21,0.0,73.6,0.0,160.35,0.53,160.35,0.53,4.0,46497.0,55.28,19.02,15.57,1.62,76.36,1.12,0.06,29.3,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",40.7,46.8,49.9,71.2,52.1,20.2,21.0,25.2,28.5
1916,37125,"Moore County, NC",NC,100880,1490,5,27.19,0.28,29.03,0.28,10.48,0.14,140.76,0.0,211.0,0.71,211.0,0.71,3.8,63942.0,144.6,12.0,7.09,1.58,83.11,1.01,0.17,31.6,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",54.8,63.3,65.7,89.6,75.9,24.7,25.9,31.0,34.0
1917,37127,"Nash County, NC",NC,94298,2379,4,23.33,0.15,31.21,0.3,14.09,0.15,223.15,0.45,360.41,0.61,360.41,0.61,4.8,50902.0,174.48,41.26,7.36,0.96,54.7,1.04,0.1,31.1,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",55.6,63.9,66.5,86.7,71.9,23.1,24.5,31.9,37.6
1918,37129,"New Hanover County, NC",NC,234473,2546,5,17.3,0.06,17.12,0.06,7.92,0.06,140.74,0.0,155.12,0.3,155.12,0.3,3.6,57252.0,1221.94,13.43,5.8,1.57,82.21,0.56,0.1,31.3,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",60.6,67.1,68.1,87.6,85.7,22.8,24.4,30.7,34.3
1919,37131,"Northampton County, NC",NC,19483,365,0,11.0,0.0,18.33,0.0,2.93,0.0,154.71,0.0,267.63,0.0,267.63,0.0,5.2,39777.0,36.3,57.22,2.63,0.3,40.36,0.67,0.03,28.1,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",46.0,51.3,53.3,72.9,56.3,29.2,30.3,36.7,44.1
1920,37133,"Onslow County, NC",NC,197938,1250,2,19.99,0.14,22.3,0.07,7.87,0.14,70.87,0.14,90.22,0.14,90.22,0.14,4.6,50645.0,259.74,15.77,12.89,2.25,76.18,0.94,0.3,38.6,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",56.8,68.6,71.1,94.4,71.3,8.0,8.4,17.5,21.9
1921,37135,"Orange County, NC",NC,148476,1868,1,16.55,0.1,21.36,0.0,7.22,0.1,147.31,0.0,179.73,0.1,179.73,0.1,3.3,74314.0,373.5,11.78,8.63,8.06,76.9,0.59,0.07,19.4,"Gov. Roy Cooper ended the state's general mask mandate May 14. Face-covering is still required statewide in schools, child-care facilities, children’s camps, and settings designated by the CDC for continued masking, such as hospitals and transit hubs. Where masks are required, children under age 5 are exempt. The city of Raleigh and the counties that are home to Charlotte, Durham, Fayetteville, Greensboro and Asheville have instituted indoor mask mandates covering vaccinated as well as unvaccinated people.","Order Lifting Most Mask Requirements - https://files.nc.gov/governor/documents/files/EO215-Lifting-COVID-19-Restrictions.pdf, Face-Covering Faqs - https://files.nc.gov/governor/documents/files/FAQ-For-Executive-Order-No.-215.pdf",75.1,80.6,80.4,95.0,95.0,25.3,28.3,31.6,32.6
